id,track_name,artist,duration_ms,popularity,release_date,year
408,Just Dance,"Lady Gaga, Colby O'Donis",241933,77,2008-01-01,2008
409,Kiss Me Thru The Phone,"Soulja Boy, Sammie",193386,80,2008-01-01,2008
410,Low (feat. T-Pain),"Flo Rida, T-Pain",231400,83,2008-03-17,2008
411,I'm Yours,Jason Mraz,242946,82,2008-05-12,2008
412,Sextape,Deftones,241533,78,2008-01-01,2008
413,Mary Jane's Last Dance,Tom Petty and the Heartbreakers,273600,76,2008-05-20,2008
414,Toes,Zac Brown Band,262773,75,2008-11-17,2008
415,Savior,Rise Against,242280,79,2008-01-01,2008
416,Disturbia,Rihanna,238626,80,2008-06-02,2008
417,Billie Jean,Michael Jackson,293826,83,2008-02-08,2008
418,Gives You Hell,The All-American Rejects,213106,73,2008-01-01,2008
419,Whatever You Like,T.I.,249533,76,2008-09-07,2008
420,Hot N Cold,Katy Perry,220226,73,2008-06-17,2008
421,Umbrella,"Rihanna, JAY-Z",275986,86,2008-06-02,2008
422,You Belong With Me,Taylor Swift,231133,72,2008-11-11,2008
423,A-Punk,Vampire Weekend,137760,72,2008-01-29,2008
424,Paparazzi,Lady Gaga,208306,74,2008-01-01,2008
425,Miss Independent,Ne-Yo,232000,79,2008-01-01,2008
426,Use Somebody,Kings of Leon,230760,79,2008-09-23,2008
427,Forever,Chris Brown,278573,79,2008-04-29,2008
428,Burn It to the Ground,Nickelback,212346,76,2008-10-28,2008
429,Love Story,Taylor Swift,235266,71,2008-11-11,2008
430,In Color,Jamey Johnson,290680,71,2008-01-01,2008
431,So What,P!nk,215160,79,2008-10-24,2008
432,I Kissed A Girl,Katy Perry,179640,72,2008-06-17,2008
433,American Boy,"Estelle, Kanye West",284733,79,2008-03-28,2008
434,Make You Feel My Love,Adele,212040,75,2008-01-28,2008
435,Alright,Darius Rucker,231920,72,2008-01-01,2008
436,Decode,Paramore,261959,75,2008-11-04,2008
437,A Milli,Lil Wayne,221840,72,2008-06-10,2008
438,Don't Stop The Music,Rihanna,267080,82,2008-06-02,2008
439,Skinny Love,Bon Iver,238520,74,2008-02-19,2008
440,Burnin' Up,Jonas Brothers,175093,74,2008-08-12,2008
441,Addicted,Saving Abel,222826,71,2008-01-01,2008
442,Whatever It Is,Zac Brown Band,208213,71,2008-11-17,2008
443,Womanizer,Britney Spears,224400,78,2008-12-02,2008
444,Circus,Britney Spears,192360,77,2008-12-02,2008
445,Second Chance,Shinedown,222066,71,2008-06-24,2008
446,Lollipop,"Lil Wayne, Static Major",299333,73,2008-06-10,2008
447,Chasing Pavements,Adele,210506,73,2008-01-28,2008
448,LoveGame,Lady Gaga,216333,72,2008-01-01,2008
449,People Are Crazy,Billy Currington,231360,70,2008-01-01,2008
450,Hayloft,Mother Mother,181680,77,2008-09-23,2008
451,Party In The U.S.A.,Miley Cyrus,202066,80,2009-01-01,2009
452,Dog Days Are Over,Florence + The Machine,251840,79,2009-01-01,2009
453,Best I Ever Had,Drake,257690,80,2009-01-01,2009
454,Ain't No Rest for the Wicked,Cage The Elephant,175493,77,2009-03-24,2009
455,I Gotta Feeling,Black Eyed Peas,289133,78,2009-01-01,2009
456,Rosyln,"Bon Iver, St. Vincent",289560,78,2009-10-09,2009
457,All I Wanted,Paramore,225786,77,2009-09-28,2009
458,Empire State Of Mind,"JAY-Z, Alicia Keys",276920,84,2009-09-08,2009
459,Day 'N' Nite (nightmare),Kid Cudi,221240,74,2009-01-01,2009
460,Bad Romance,Lady Gaga,294573,84,2009-11-05,2009
461,Run This Town,"JAY-Z, Rihanna, Kanye West",267520,80,2009-09-08,2009
462,Monster,Skillet,178013,80,2009-08-21,2009
463,She's Country,Jason Aldean,220573,75,2009-04-07,2009
464,Down,"Jay Sean, Lil Wayne",212506,80,2009-01-01,2009
465,Pursuit Of Happiness (Nightmare),"Kid Cudi, MGMT, Ratatat",295293,73,2009-09-15,2009
466,Fireflies,Owl City,228346,80,2009-01-01,2009
467,Replay,Iyaz,182306,74,2009-08-11,2009
468,Little Lion Man,Mumford & Sons,247002,72,2009-10-02,2009
469,Big Black Car,Gregory Alan Isakov,217466,76,2009-01-01,2009
470,Neon Moon,Brooks & Dunn,263760,73,2009-09-08,2009
471,Pursuit Of Happiness (Nightmare),"Kid Cudi, MGMT, Ratatat",295293,72,2009-01-01,2009
472,Forever,"Drake, Kanye West, Lil Wayne, Eminem",357706,76,2009-05-15,2009
473,Memories (feat. Kid Cudi),"David Guetta, Kid Cudi",210093,70,2009-08-21,2009
474,1901,Phoenix,193106,74,2009-05-25,2009
475,Telephone,"Lady Gaga, Beyoncé",220626,73,2009-08-05,2009
476,The Cave,Mumford & Sons,217984,71,2009-10-02,2009
477,I Will Not Bow,Breaking Benjamin,216733,72,2009-01-01,2009
478,Little Bit (feat. Lykke Li),"Drake, Lykke Li",230484,73,2009-01-01,2009
479,Boot Scootin' Boogie,Brooks & Dunn,198226,72,2009-09-08,2009
480,Day 'N' Nite (nightmare),Kid Cudi,221266,70,2009-09-15,2009
481,Obsessed,Mariah Carey,242200,70,2009-09-29,2009
482,Big Green Tractor,Jason Aldean,204200,70,2009-04-07,2009
483,BedRock,"Young Money, Lloyd",288133,72,2009-01-01,2009
484,Rude Boy,Rihanna,222920,79,2009-11-20,2009
485,Sexy Bitch (feat. Akon),"David Guetta, Akon",195853,69,2009-08-21,2009
486,Fire Burning,Sean Kingston,239986,74,2009-09-07,2009
487,Hotel Room Service,Pitbull,237600,74,2009-08-27,2009
488,The Only Exception,Paramore,267653,76,2009-09-28,2009
489,Secrets,OneRepublic,224693,78,2009-01-01,2009
490,Meet Me Halfway,Black Eyed Peas,284373,71,2009-01-01,2009
491,Rain Is A Good Thing,Luke Bryan,176160,71,2009-01-01,2009
492,Sweet Disposition,The Temper Trap,230800,68,2009-03-24,2009
493,Home - 2019 - Remaster,Edward Sharpe & The Magnetic Zeros,306373,72,2009-07-07,2009
494,Right Round,Flo Rida,204640,78,2009-03-30,2009
495,Beach Baby,Bon Iver,160093,74,2009-01-20,2009
496,Dile al Amor,Aventura,229360,78,2009-06-09,2009
497,My Maria,Brooks & Dunn,208106,71,2009-09-08,2009
498,The Climb,Miley Cyrus,236066,71,2009-01-01,2009
499,Birthday Sex,Jeremih,226506,70,2009-01-01,2009
500,You Found Me,The Fray,241853,75,2009-02-02,2009
501,Sure Thing,Miguel,195373,89,2010-11-26,2010
502,The Spins,Mac Miller,195873,84,2010-08-13,2010
503,Just the Way You Are,Bruno Mars,220734,86,2010-10-05,2010
504,Duvet,bôa,203600,84,2010-04-20,2010
505,No Hands (feat. Roscoe Dash & Wale),"Waka Flocka Flame, Roscoe Dash, Wale",263773,79,2010-10-01,2010
506,Girl With The Tattoo Enter.lewd,Miguel,102813,82,2010-11-26,2010
507,Knee Deep (feat. Jimmy Buffett),"Zac Brown Band, Jimmy Buffett",203173,78,2010-09-20,2010
508,Super Bass,Nicki Minaj,200013,82,2010-11-22,2010
509,"Hey, Soul Sister",Train,216773,85,2010-12-01,2010
510,Devil In A New Dress,"Kanye West, Rick Ross",351946,81,2010-11-22,2010
511,Grenade,Bruno Mars,222091,80,2010-10-05,2010
512,Talking to the Moon,Bruno Mars,217866,83,2010-10-05,2010
513,TiK ToK,Kesha,199693,84,2010-01-01,2010
514,I Can't Handle Change,Roar,198213,81,2010-03-14,2010
515,Last Friday Night (T.G.I.F.),Katy Perry,230733,77,2010-01-01,2010
516,Dirt Road Anthem,Jason Aldean,229400,76,2010-11-02,2010
517,Only Girl (In The World),Rihanna,235493,84,2010-01-01,2010
518,Je te laisserai des mots,Patrick Watson,160853,85,2010-09-10,2010
519,Runaway,"Kanye West, Pusha T",547733,81,2010-11-22,2010
520,All Of The Lights,Kanye West,299613,80,2010-11-22,2010
521,Where'd All the Time Go?,Dr. Dog,234800,80,2010-11-02,2010
522,Danza Kuduro,"Don Omar, Lucenzo",198773,82,2010-01-01,2010
523,Love The Way You Lie,"Eminem, Rihanna",263373,85,2010-06-18,2010
524,Enchanted,Taylor Swift,352186,74,2010-10-25,2010
525,Christmas Kids,Roar,135693,82,2010-03-14,2010
526,Teenage Dream,Katy Perry,227741,75,2010-01-01,2010
527,S&M,Rihanna,243600,81,2010-01-01,2010
528,POWER,Kanye West,292093,80,2010-11-22,2010
529,What You Know,Two Door Cinema Club,191706,76,2010-02-17,2010
530,DJ Got Us Fallin' In Love (feat. Pitbull),"USHER, Pitbull",220800,82,2010-03-30,2010
531,Baby,"Justin Bieber, Ludacris",214240,83,2010-01-01,2010
532,Marry You,Bruno Mars,230192,78,2010-10-05,2010
533,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance","Maroon 5, Christina Aguilera",201160,74,2010-01-01,2010
534,Over,Drake,233560,73,2010-01-01,2010
535,Raise Your Glass,P!nk,202960,81,2010-10-05,2010
536,California Gurls,"Katy Perry, Snoop Dogg",234653,74,2010-01-01,2010
537,Cooler Than Me - Single Mix,"Mike Posner, Gigamesh",213293,78,2010-08-09,2010
538,Fancy,"Drake, T.I., Swizz Beatz",319386,73,2010-01-01,2010
539,Bottoms Up (feat. Nicki Minaj),"Trey Songz, Nicki Minaj",242013,74,2010-09-14,2010
540,Animal,Neon Trees,212293,72,2010-01-01,2010
541,Nothin' on You (feat. Bruno Mars),"B.o.B, Bruno Mars",268320,79,2010-04-27,2010
542,Es un Secreto,Plan B,190560,71,2010-07-20,2010
543,All I Want Is You (feat. J. Cole),"Miguel, J. Cole",295920,74,2010-11-26,2010
544,Mr. Rager,Kid Cudi,294213,72,2010-01-01,2010
545,The One That Got Away,Katy Perry,227333,74,2010-01-01,2010
546,Runaway Baby,Bruno Mars,148448,74,2010-10-05,2010
547,Like A G6,"Far East Movement, The Cataracs, DEV",216893,72,2010-01-01,2010
548,Just Can’t Get Enough,Black Eyed Peas,219426,79,2010-01-01,2010
549,The Lazy Song,Bruno Mars,189109,76,2010-10-05,2010
550,Colder Weather,Zac Brown Band,273893,72,2010-09-20,2010
551,Novacane,Frank Ocean,302346,83,2011-01-01,2011
552,Work Out,J. Cole,235320,84,2011-09-27,2011
553,Les,Childish Gambino,317293,84,2011-11-15,2011
554,Headlines,Drake,235986,81,2011-11-15,2011
555,She,"Tyler, The Creator, Frank Ocean",253386,77,2011-05-09,2011
556,Country Girl (Shake It For Me),Luke Bryan,225560,80,2011-01-01,2011
557,Tongue Tied,GROUPLOVE,218013,81,2011-09-02,2011
558,We Found Love,"Rihanna, Calvin Harris",215226,85,2011-11-18,2011
559,Pumped Up Kicks,Foster The People,239600,85,2011-05-23,2011
560,Set Fire to the Rain,Adele,242973,83,2011-01-24,2011
561,Springsteen,Eric Church,263386,77,2011-01-01,2011
562,Starships,Nicki Minaj,210626,77,2011-01-01,2011
563,Somebody That I Used To Know,"Gotye, Kimbra",244973,77,2011-01-01,2011
564,The Motto,"Drake, Lil Wayne",181573,77,2011-11-15,2011
565,Rolling in the Deep,Adele,228093,82,2011-01-24,2011
566,Someone Like You,Adele,285240,81,2011-01-24,2011
567,Marvins Room,Drake,347226,78,2011-11-15,2011
568,Stereo Hearts (feat. Adam Levine),"Gym Class Heroes, Adam Levine",210960,84,2011-11-11,2011
569,Drink In My Hand,Eric Church,191306,76,2011-01-01,2011
570,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)","Pitbull, Ne-Yo, AFROJACK, Nayer",252306,84,2011-06-17,2011
571,Barefoot Blue Jean Night,Jake Owen,167426,76,2011-08-26,2011
572,6 Foot 7 Foot,"Lil Wayne, Cory Gunz",248586,74,2011-08-29,2011
573,Heartbeat,Childish Gambino,269840,81,2011-11-15,2011
574,Coal,Tyler Childers,201333,74,2011-10-11,2011
575,Love You Like A Love Song,Selena Gomez & The Scene,188453,83,2011-01-01,2011
576,Midnight City,M83,241440,74,2011-01-01,2011
577,Ni**as In Paris,"JAY-Z, Kanye West",219333,80,2011-08-08,2011
578,Cameras / Good Ones Go Interlude - Medley,Drake,434960,77,2011-11-15,2011
579,Treehouse,"Alex G, Emily Yacina",158801,78,2011-01-17,2011
580,Take Care,"Drake, Rihanna",277386,78,2011-11-15,2011
581,Broken Window Serenade,Whiskey Myers,346333,73,2011-04-26,2011
582,Kiss Tomorrow Goodbye,Luke Bryan,203133,74,2011-01-01,2011
583,Paradise,Coldplay,278719,86,2011-10-24,2011
584,HYFR (Hell Ya Fucking Right),"Drake, Lil Wayne",206626,73,2011-11-15,2011
585,Titanium (feat. Sia),"David Guetta, Sia",245040,72,2011-08-24,2011
586,A Thousand Years,Christina Perri,285120,83,2011-10-18,2011
587,It Will Rain,Bruno Mars,257720,71,2011-11-04,2011
588,I Don't Want This Night To End,Luke Bryan,219973,73,2011-01-01,2011
589,Bonfire,Childish Gambino,192946,74,2011-11-15,2011
590,Crazy Girl,Eli Young Band,200706,71,2011-01-01,2011
591,A.D.H.D,Kendrick Lamar,215509,75,2011-07-02,2011
592,Glad You Came,The Wanted,197935,80,2011-01-01,2011
593,Rivers and Roads,The Head And The Heart,284000,71,2011-01-11,2011
594,The Morning - Original,The Weeknd,314109,73,2011-03-21,2011
595,Bloody Mary,Lady Gaga,244760,73,2011-01-01,2011
596,The Drug In Me Is You,Falling In Reverse,218786,74,2011-07-26,2011
597,Hey Baby (Drop It to the Floor) (feat. T-Pain),"Pitbull, T-Pain",234453,78,2011-06-17,2011
598,Look What You've Done,Drake,301960,73,2011-11-15,2011
599,Shot For Me,Drake,224720,73,2011-11-15,2011
600,Love On Top,Beyoncé,267413,78,2011-06-24,2011
601,Money Trees,"Kendrick Lamar, Jay Rock",386906,84,2012-01-01,2012
602,Locked out of Heaven,Bruno Mars,233478,91,2012-12-07,2012
603,Lost,Frank Ocean,234093,85,2012-07-10,2012
604,Love Sosa,Chief Keef,246213,83,2012-01-01,2012
605,When I Was Your Man,Bruno Mars,213826,89,2012-12-07,2012
606,Thinkin Bout You,Frank Ocean,200746,82,2012-07-10,2012
607,Everybody Talks,Neon Trees,177280,81,2012-01-01,2012
608,Classic,MKTO,175426,83,2012-01-01,2012
609,Ho Hey,The Lumineers,163133,78,2012-04-03,2012
610,My Kind of Woman,Mac DeMarco,190845,82,2012-10-16,2012
611,Demons,Imagine Dragons,175200,76,2012-09-04,2012
612,King For A Day,"Pierce The Veil, Kellin Quinn",236293,79,2012-07-17,2012
613,Dreams and Nightmares,Meek Mill,230693,77,2012-10-26,2012
614,Timber (feat. Ke$ha),"Pitbull, Kesha",204160,84,2012-01-01,2012
615,Swimming Pools (Drank),Kendrick Lamar,247800,80,2012-01-01,2012
616,Summertime Sadness,Lana Del Rey,264773,78,2012-01-01,2012
617,What Makes You Beautiful,One Direction,199986,86,2012-05-25,2012
618,Call Me Maybe,Carly Rae Jepsen,193400,76,2012-01-01,2012
619,Pyramids,Frank Ocean,592920,79,2012-07-10,2012
620,Diamonds,Rihanna,225146,77,2012-01-01,2012
621,Mary,Alex G,197733,75,2012-11-05,2012
622,We Are Young (feat. Janelle Monáe),"fun., Janelle Monáe",250626,76,2012-02-21,2012
623,Let Her Go,Passenger,252733,77,2012-08-28,2012
624,Radioactive,Imagine Dragons,186813,75,2012-09-04,2012
625,Flowers in Your Hair,The Lumineers,109735,75,2012-04-03,2012
626,Feel So Close - Radio Edit,Calvin Harris,206413,83,2012-10-29,2012
627,Cruise,Florida Georgia Line,208960,74,2012-01-01,2012
628,Radio,Lana Del Rey,214586,76,2012-01-01,2012
629,Poetic Justice,"Kendrick Lamar, Drake",300160,74,2012-01-01,2012
630,"Bitch, Don’t Kill My Vibe",Kendrick Lamar,310720,73,2012-01-01,2012
631,Can't Hold Us (feat. Ray Dalton),"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",258431,85,2012-10-09,2012
632,Die Young,Kesha,211920,80,2012-11-30,2012
633,Covet,Basement,227340,76,2012-10-23,2012
634,Breezeblocks,alt-J,227080,74,2012-09-18,2012
635,Sarah,Alex G,176146,73,2012-11-05,2012
636,Treasure,Bruno Mars,178560,83,2012-12-07,2012
637,Loveeeeeee Song,"Rihanna, Future",256320,73,2012-12-11,2012
638,Little Talks,Of Monsters and Men,266600,82,2012-01-01,2012
639,Just Give Me a Reason (feat. Nate Ruess),"P!nk, Nate Ruess",242733,84,2012-09-18,2012
640,Can't Hold Us (feat. Ray Dalton),"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",258342,83,2012-10-09,2012
641,Super Rich Kids,"Frank Ocean, Earl Sweatshirt",304760,76,2012-07-10,2012
642,Stay,"Rihanna, Mikky Ekko",240706,74,2012-01-01,2012
643,Radio,Lana Del Rey,214573,74,2012-11-12,2012
644,Beauty And A Beat,"Justin Bieber, Nicki Minaj",227986,83,2012-06-15,2012
645,Keep The Wolves Away,Uncle Lucius,275520,74,2012-08-28,2012
646,Freaking Out the Neighborhood,Mac DeMarco,173888,77,2012-10-16,2012
647,Stubborn Love,The Lumineers,279000,73,2012-04-03,2012
648,Don't You Worry Child - Radio Edit,"Swedish House Mafia, John Martin",212862,84,2012-09-14,2012
649,Drive By,Train,195973,80,2012-04-17,2012
650,Diet Mountain Dew,Lana Del Rey,222920,73,2012-01-01,2012
651,Sweater Weather,The Neighbourhood,240400,91,2013-04-19,2013
652,I Wanna Be Yours,Arctic Monkeys,183956,94,2013-09-09,2013
653,Break from Toronto,PARTYNEXTDOOR,99213,86,2013-07-01,2013
654,Love Me,"Lil Wayne, Drake, Future",255053,84,2013-01-01,2013
655,Bound 2,Kanye West,229146,86,2013-06-18,2013
656,Why'd You Only Call Me When You're High?,Arctic Monkeys,161123,89,2013-09-09,2013
657,Wagon Wheel,Darius Rucker,298373,82,2013-01-01,2013
658,Cigarette Daydreams,Cage The Elephant,208760,80,2013-10-08,2013
659,Do I Wanna Know?,Arctic Monkeys,272394,89,2013-09-09,2013
660,3005,Childish Gambino,234215,80,2013-12-10,2013
661,Young And Beautiful,Lana Del Rey,236053,87,2013-01-01,2013
662,Power Trip (feat. Miguel),"J. Cole, Miguel",241160,79,2013-06-18,2013
663,Still into You,Paramore,216013,83,2013-04-05,2013
664,Wake Me Up,Avicii,247426,88,2013-01-01,2013
665,Play It Again,Luke Bryan,226866,78,2013-01-01,2013
666,i was all over her,salvia palth,161462,81,2013-01-01,2013
667,Always Forever,Cults,223746,81,2013-10-15,2013
668,"Hold On, We're Going Home","Drake, Majid Jordan",227880,75,2013-01-01,2013
669,Youngest Daughter,Superheaven,249514,78,2013-04-05,2013
670,Out of My League,Fitz and The Tantrums,209386,75,2013-05-07,2013
671,Pompeii,Bastille,214147,74,2013-01-01,2013
672,Ribs,Lorde,258969,80,2013-09-27,2013
673,All of Me,John Legend,269560,86,2013-08-30,2013
674,Safe And Sound,Capital Cities,192789,85,2013-01-01,2013
675,That's My Kind Of Night,Luke Bryan,190186,76,2013-01-01,2013
676,Royals,Lorde,190185,82,2013-09-27,2013
677,Bloom - Bonus Track,The Paper Kites,210080,78,2013-03-05,2013
678,R U Mine?,Arctic Monkeys,201726,84,2013-09-09,2013
679,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)","A$AP Rocky, Drake, 2 Chainz, Kendrick Lamar",233786,78,2013-01-01,2013
680,Counting Stars,OneRepublic,257265,88,2013-01-01,2013
681,Beware,"Big Sean, Lil Wayne, Jhené Aiko",235186,73,2013-01-01,2013
682,Come a Little Closer,Cage The Elephant,229346,75,2013-10-08,2013
683,She Knows (feat. Amber Coffman & Cults),"J. Cole, Cults, Amber Coffman",296520,79,2013-06-18,2013
684,Story of My Life,One Direction,245493,84,2013-11-25,2013
685,This Is How We Roll,"Florida Georgia Line, Luke Bryan",220906,73,2013-01-01,2013
686,Hail to the King,Avenged Sevenfold,305906,78,2013-08-23,2013
687,Another Love,Tom Odell,244360,91,2013-06-24,2013
688,Latch,"Disclosure, Sam Smith",255866,73,2013-06-03,2013
689,We Can't Stop,Miley Cyrus,231240,81,2013-10-04,2013
690,"Let It Go - From ""Frozen""/Soundtrack Version",Idina Menzel,223840,77,2013-01-01,2013
691,Team,Lorde,193058,80,2013-09-27,2013
692,(dream),salvia palth,84741,76,2013-01-01,2013
693,Stay Ready (What A Life),"Jhené Aiko, Kendrick Lamar",382760,76,2013-01-01,2013
694,From Time,"Drake, Jhené Aiko",322160,72,2013-01-01,2013
695,Ain't It Fun,Paramore,296520,76,2013-04-05,2013
696,Can You Feel My Heart,Bring Me The Horizon,228146,80,2013-04-01,2013
697,Mirrors,Justin Timberlake,484146,81,2013-03-15,2013
698,Wrecking Ball,Miley Cyrus,221360,82,2013-10-04,2013
699,Another Love,Tom Odell,244360,70,2013-09-17,2013
700,All I Want,Kodaline,305746,82,2013-06-17,2013
701,No Role Modelz,J. Cole,292799,90,2014-12-09,2014
702,Blank Space,Taylor Swift,231826,83,2014-10-27,2014
703,Style,Taylor Swift,231000,83,2014-10-27,2014
704,Lovers Rock,TV Girl,213920,88,2014-06-05,2014
705,Wet Dreamz,J. Cole,239266,85,2014-12-09,2014
706,Riptide,Vance Joy,204280,82,2014-09-09,2014
707,I Love You So,The Walters,160239,88,2014-11-28,2014
708,Shake It Off,Taylor Swift,219200,78,2014-10-27,2014
709,Take Me to Church,Hozier,241693,80,2014-09-19,2014
710,Work Song,Hozier,229720,79,2014-09-19,2014
711,Chamber Of Reflection,Mac DeMarco,231723,83,2014-04-01,2014
712,New Romantics,Taylor Swift,230466,77,2014-10-27,2014
713,West Coast,Lana Del Rey,256760,86,2014-01-01,2014
714,After Dark,Mr.Kitty,259146,84,2014-10-06,2014
715,Shut Up and Dance,WALK THE MOON,199080,85,2014-12-02,2014
716,American Kids,Kenny Chesney,182960,77,2014-09-22,2014
717,Maps,Maroon 5,189960,86,2014-09-02,2014
718,Love Yourz,J. Cole,211496,79,2014-12-09,2014
719,Time of Our Lives,"Pitbull, Ne-Yo",229360,83,2014-11-21,2014
720,Wildest Dreams,Taylor Swift,220440,76,2014-10-27,2014
721,Brooklyn Baby,Lana Del Rey,351640,84,2014-01-01,2014
722,Bad Blood,Taylor Swift,211933,75,2014-10-27,2014
723,Best Day Of My Life,American Authors,194240,82,2014-01-01,2014
724,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix","Ty Dolla $ign, The Weeknd, Wiz Khalifa, Mustard",242983,81,2014-06-10,2014
725,Me and My Kind,Cody Johnson,156200,76,2014-01-14,2014
726,The Nights,Avicii,176658,88,2014-01-01,2014
727,Night Changes,One Direction,226600,88,2014-11-17,2014
728,Trophies,"Young Money, Drake",188320,77,2014-01-01,2014
729,Collard Greens,"ScHoolboy Q, Kendrick Lamar",299960,78,2014-01-01,2014
730,Tumblr Girls (feat. Christoph Andersson),"G-Eazy, Christoph Andersson",255680,80,2014-06-20,2014
731,Stay With Me,Sam Smith,172723,85,2014-05-26,2014
732,Stolen Dance,Milky Chance,313626,76,2014-10-14,2014
733,Summer,Calvin Harris,222533,84,2014-10-31,2014
734,I'm Not The Only One,Sam Smith,239316,86,2014-05-26,2014
735,Like Real People Do,Hozier,198026,74,2014-09-19,2014
736,Sugar,Maroon 5,235493,83,2014-09-02,2014
737,Habits (Stay High),Tove Lo,209160,75,2014-01-01,2014
738,Budapest,George Ezra,200733,82,2014-06-30,2014
739,A Sky Full of Stars,Coldplay,267866,87,2014-05-19,2014
740,First Love/Late Spring,Mitski,278640,79,2014-11-11,2014
741,One Last Time,Ariana Grande,197266,85,2014-08-25,2014
742,Wonderland,Taylor Swift,245560,73,2014-10-27,2014
743,Belong to the City,PARTYNEXTDOOR,98023,77,2014-07-29,2014
744,She Looks So Perfect,5 Seconds of Summer,202496,73,2014-06-27,2014
745,Doses & Mimosas,Cherub,323253,73,2014-01-01,2014
746,Chicago,Michael Jackson,245506,79,2014-05-09,2014
747,The Blonde,TV Girl,227760,77,2014-06-05,2014
748,Counting Stars,OneRepublic,257840,76,2014-01-01,2014
749,Her Way,PARTYNEXTDOOR,216630,77,2014-07-29,2014
750,Francis Forever,Mitski,149680,78,2014-11-11,2014
751,Tennessee Whiskey,Chris Stapleton,293293,84,2015-05-04,2015
752,The Night We Met,Lord Huron,208211,81,2015-04-07,2015
753,Space Song,Beach House,320466,82,2015-08-28,2015
754,Don't,Bryson Tiller,198293,85,2015-10-02,2015
755,Star Shopping,Lil Peep,142000,86,2015-01-01,2015
756,The Less I Know The Better,Tame Impala,216320,87,2015-07-17,2015
757,The Hills,The Weeknd,242253,88,2015-08-28,2015
758,C U Girl,Steve Lacy,129697,82,2015-02-15,2015
759,Spin You Around,Morgan Wallen,212850,79,2015-08-24,2015
760,Alright,Kendrick Lamar,219333,82,2015-03-16,2015
761,Daddy Issues,The Neighbourhood,260173,86,2015-10-30,2015
762,Need 2,Pinegrove,191796,81,2015-10-15,2015
763,Alien Blues,Vundabar,155933,83,2015-07-24,2015
764,Exchange,Bryson Tiller,194613,81,2015-10-02,2015
765,Kill Yourself (Part III),$uicideboy$,145078,80,2015-09-21,2015
766,90210 (feat. Kacy Hill),"Travis Scott, Kacy Hill",339066,81,2015-09-04,2015
767,Paris,$uicideboy$,111020,79,2015-11-20,2015
768,Melting,Kali Uchis,208853,83,2015-02-04,2015
769,Stressed Out,Twenty One Pilots,202333,87,2015-05-15,2015
770,Electric Love,BØRNS,218106,82,2015-10-16,2015
771,"New Person, Same Old Mistakes",Tame Impala,363240,82,2015-07-17,2015
772,Weekend (feat. Miguel),"Mac Miller, Miguel",208080,78,2015-09-18,2015
773,Right My Wrongs,Bryson Tiller,249320,79,2015-10-02,2015
774,Can't Feel My Face,The Weeknd,213520,85,2015-08-28,2015
775,Let Em' Know,Bryson Tiller,261880,77,2015-10-02,2015
776,Ride,Twenty One Pilots,214506,85,2015-05-15,2015
777,Die A Happy Man,Thomas Rhett,227426,75,2015-01-01,2015
778,No Flockin',Kodak Black,165290,76,2015-11-13,2015
779,Wait a Minute!,WILLOW,196520,81,2015-01-11,2015
780,Uptown Funk (feat. Bruno Mars),"Mark Ronson, Bruno Mars",269666,85,2015-01-12,2015
781,Jungle,Drake,320400,78,2015-02-12,2015
782,Runnin' Thru the 7th with My Woadies,"$uicideboy$, Pouya",205766,76,2015-09-15,2015
783,Centuries,Fall Out Boy,228360,82,2015-01-20,2015
784,My Flaws Burn Through My Skin Like Demonic Flames from Hell,$uicideboy$,167679,77,2015-08-01,2015
785,This Could Be Us,Rae Sremmurd,206306,79,2015-01-06,2015
786,Let It Happen,Tame Impala,467586,82,2015-07-17,2015
787,Eventually,Tame Impala,318591,79,2015-07-17,2015
788,Trap Queen,Fetty Wap,222093,77,2015-09-25,2015
789,oui,Jeremih,238320,77,2015-12-04,2015
790,I Don't Fuck With You,"Big Sean, E-40",284386,77,2015-02-24,2015
791,Parachute,Chris Stapleton,253200,76,2015-05-04,2015
792,Love Yourself,Justin Bieber,233720,86,2015-11-13,2015
793,Often,The Weeknd,249040,82,2015-08-28,2015
794,Stitches,Shawn Mendes,206880,78,2015-04-14,2015
795,The Lost Soul Down,NBSPLV,192940,84,2015-12-09,2015
796,Earned It (Fifty Shades Of Grey),The Weeknd,277680,75,2015-08-28,2015
797,Come Get Her,Rae Sremmurd,212946,76,2015-01-06,2015
798,Lean On,"Major Lazer, MØ, DJ Snake",176561,77,2015-11-27,2015
799,Friends,Chase Atlantic,230010,83,2015-02-21,2015
800,Love In The Dark,Adele,285935,78,2015-11-20,2015
801,Pink + White,Frank Ocean,184516,90,2016-08-20,2016
802,Father Stretch My Hands Pt. 1,Kanye West,135920,86,2016-06-10,2016
803,One Dance,"Drake, Wizkid, Kyla",173986,89,2016-05-06,2016
804,Not Allowed,TV Girl,167864,85,2016-02-25,2016
805,Starboy,"The Weeknd, Daft Punk",230453,92,2016-11-25,2016
806,Die For You,The Weeknd,260253,90,2016-11-24,2016
